Topic,PassageID,Rank,Offset,length,tagid,Passage
218 , 11891223,773,14.655,53474,1379 ,"['alcohol', 'control', 'effect', 'effects', 'expression', 'gene', 'genes', 'levels', 'pathway']"
218 , 11836196,774,14.652,13350,682 ,"['al', 'alcohol', 'et', 'et al', 'type', 'used']"
218 , 9722619,775,14.647,43957,600 ,"['binding', 'data', 'domain', 'gene', 'mechanism', 'regulation', 'role']"
218 , 12939256,776,14.646,107805,379 ,"['drosophila', 'kinase']"
218 , 11459924,777,14.645,49199,777 ,"['alcohol', 'associated', 'cells', 'gene', 'genes', 'levels', 'mechanisms', 'molecular', 'new', 'studies']"
218 , 12388789,778,14.638,75835,1947 ,"['genes', 'involved', 'mechanisms', 'mice', 'new', 'proteins', 'regulation', 'specific', 'study']"
218 , 11772790,779,14.636,19150,342 ,"['alcohol', 'shown']"
218 , 15231374,780,14.634,32571,710 ,"['alcohol', 'associated', 'protein', 'reported', 'results', 'similar']"
218 , 15809232,781,14.633,11800,199 ,['gene']
218 , 11092437,782,14.632,77436,81 ,['alcohol']
218 , 15582988,783,14.628,27455,290 ,"['alcohol', 'expressed']"
218 , 15870093,784,14.618,14869,2350 ,"['al', 'et', 'et al', 'used', '½ï']"
218 , 14638843,785,14.61,102929,417 ,"['expression', 'gene', 'human', 'regulation', 'response']"
218 , 11117618,786,14.608,26771,1203 ,"['alcohol', 'associated', 'cancer', 'different', 'effect', 'important']"
218 , 15572733,787,14.606,2858,1745 ,"['acid', 'al', 'alcohol', 'dna', 'effect', 'et', 'et al', 'gene', 'genes', 'human', 'involved', 'receptor', 'sequence', 'studies', 'study', 'used']"
218 , 15788727,788,14.606,38383,776 ,['used']
218 , 16087659,789,14.605,48593,1712 ,"['alcohol', 'associated', 'high', 'results', 'study']"
218 , 15231826,790,14.605,10204,1032 ,"['acid', 'alcohol', 'analysis', 'function', 'gene', 'genes', 'protein', 'sequence', 'used']"
218 , 9772264,791,14.6,19017,751 ,[]
218 , 15939705,792,14.593,54066,2338 ,"['al', 'alcohol', 'different', 'et', 'et al', 'human', 'important', 'including', 'rat', 'results', 'specific', 'studies', 'study', 'symptoms', 'treatment', 'type', 'using']"
218 , 11504843,793,14.592,261913,395 ,"['alcohol', 'cell', 'drosophila', 'gene']"
218 , 15659386,794,14.59,8391,451 ,"['activity', 'control', 'mouse', 'regulation', 'study']"
218 , 12444100,795,14.589,33723,426 ,[]
218 , 16189278,796,14.589,50538,993 ,"['alcohol', 'central', 'function', 'gene', 'including', 'mechanisms', 'protein', 'proteins', 'receptor', 'role', 'signal', 'signaling']"
218 , 11532794,797,14.587,12549,1400 ,"['alcohol', 'fig', 'high']"
218 , 11590088,798,14.587,43573,892 ,"['alcohol', 'levels', 'studies', 'study']"
218 , 11511595,799,14.585,7105,1076 ,"['alcohol', 'important', 'increased']"
218 , 11511598,800,14.581,7139,421 ,"['alcohol', 'associated', 'cancer', 'data', 'study', 'using']"
218 , 15955777,801,14.577,30506,321 ,[]
218 , 15635059,802,14.571,60415,161 ,['alcohol']
218 , 11092437,803,14.566,28077,85 ,['alcohol']
218 , 14745000,804,14.565,110475,320 ,"['activation', 'genes']"
218 , 11373262,805,14.558,39685,1452 ,"['al', 'alcohol', 'et', 'et al', 'high', 'reported']"
218 , 11468126,806,14.556,9537,983 ,"['alcohol', 'associated', 'brain', 'effects', 'involved', 'mechanisms', 'regulation', 'results', 'role']"
218 , 16157608,807,14.556,42164,1485 ,"['alcohol', 'analysis', 'associated', 'data', 'using']"
218 , 15601641,808,14.554,13141,488 ,"['alcohol', 'expressed']"
218 , 12644551,809,14.553,101802,357 ,"['alcohol', 'drosophila', 'new']"
218 , 10742055,810,14.552,73728,240 ,"['alcohol', 'dna', 'gene', 'molecular', 'sequence']"
218 , 11158375,811,14.552,61830,240 ,"['alcohol', 'dna', 'gene', 'molecular', 'sequence']"
218 , 10898753,812,14.551,4011,71 ,['disease']
218 , 11870212,813,14.547,101559,496 ,"['fulltext', 'genes']"
218 , 10414607,814,14.542,32611,838 ,"['al', 'alcohol', 'brain', 'data', 'et', 'et al', 'reported']"
218 , 15994573,815,14.542,22212,300 ,"['alcohol', 'associated']"
218 , 14691074,816,14.541,49304,2592 ,"['alcohol', 'data', 'high', 'important', 'reported', 'results', 'role', 'specific', 'study', 'used']"
218 , 14976127,817,14.541,16522,324 ,[]
218 , 10958851,818,14.539,62381,243 ,"['alcohol', 'biol', 'drosophila', 'genes', 'molecular']"
218 , 12851225,819,14.532,31944,1817 ,"['al', 'alcohol', 'effect', 'et', 'et al', 'gene', 'observed', 'patients', 'reported', 'results', 'similar', 'studies', 'study']"
218 , 12953067,820,14.532,114240,428 ,"['associated', 'drosophila', 'kinase']"
218 , 11110683,821,14.529,62457,29 ,[]
218 , 15550443,822,14.526,62682,3806 ,"['activation', 'alcohol', 'data', 'development', 'effects', 'function', 'including', 'increased', 'levels', 'mechanism', 'mice', 'mouse', 'observed', 'receptor', 'receptors', 'results', 'role', 'studies', 'treatment']"
218 , 10978373,823,14.525,0,213 ,['genes']
218 , 11022013,824,14.522,19868,651 ,"['al', 'alcohol', 'cell', 'cells', 'et', 'et al', 'human', 'levels', 'reported', 'role', 'studies', 'using']"
218 , 14671030,825,14.519,9271,2638 ,"['alcohol', 'cancer', 'data', 'disease', 'effect', 'effects', 'increased', 'levels', 'patients', 'studies', 'study']"
218 , 11590235,826,14.509,77639,514 ,"['cell', 'expression', 'fulltext', 'gene', 'regulation', 'specific', 'virus']"
218 , 11590087,827,14.506,0,127 ,"['alcohol', 'cancer']"
218 , 12634257,828,14.506,41339,1078 ,"['al', 'alcohol', 'brain', 'cell', 'different', 'effect', 'et', 'et al', 'important', 'levels', 'present', 'rat', 'study', 'treatment', 'used']"
218 , 15983061,829,14.506,79747,408 ,"['biol', 'cell', 'cells', 'expression', 'gene', 'regulation']"
218 , 10684777,830,14.505,21243,945 ,"['al', 'alcohol', 'development', 'et', 'et al', 'factor', 'reported', 'studies']"
218 , 15967764,831,14.503,1463,2817 ,"['activity', 'alcohol', 'associated', 'effects', 'levels', 'reported', 'results', 'study']"
218 , 12554607,832,14.489,21906,1070 ,"['alcohol', 'used']"
218 , 12414542,833,14.486,64329,1638 ,"['al', 'alcohol', 'data', 'et', 'et al', 'gene', 'genes', 'receptor', 'reported', 'studies', 'study', 'used']"
218 , 11022013,834,14.486,29310,1296 ,"['al', 'alcohol', 'development', 'effect', 'et', 'et al', 'increased', 'levels', 'studies']"
218 , 11907057,835,14.484,19,307 ,"['expression', 'gene', 'levels', 'proteins', 'regulation']"
218 , 10336421,836,14.478,9594,865 ,"['10', 'analysis', 'expression', 'gene', 'genes', 'high', 'regulation', 'shown']"
218 , 12631550,837,14.478,1004,1411 ,"['al', 'alcohol', 'cancer', 'development', 'different', 'effect', 'et', 'et al', 'lung', 'reported', 'results', 'studies']"
218 , 11792877,838,14.473,40893,842 ,"['alcohol', 'disease', 'function', 'high', 'patients', 'reported', 'serum']"
218 , 12432076,839,14.473,78182,441 ,"['acid', 'alcohol', 'fulltext']"
218 , 10779538,840,14.473,70201,247 ,"['alcohol', 'expressed', 'genes']"
218 , 14507823,841,14.465,4275,90 ,[]
218 , 14963262,842,14.463,47543,610 ,"['regulation', 'role', 'similar', 'specific']"
218 , 11719547,843,14.46,84941,518 ,"['cells', 'fulltext', 'genes', 'protein']"
218 , 15509866,844,14.46,93499,443 ,"['cell', 'genes', 'mechanisms', 'proteins']"
218 , 11018160,845,14.459,136752,250 ,"['alcohol', 'biol', 'drosophila', 'genes']"
218 , 15289209,846,14.459,43581,825 ,"['al', 'alcohol', 'effect', 'et', 'et al', 'reported', 'results']"
218 , 15939705,847,14.453,13151,1706 ,"['al', 'alcohol', 'different', 'effects', 'et', 'et al', 'increased', 'present', 'reported', 'studies', 'symptoms']"
218 , 14718217,848,14.452,42352,353 ,"['alcohol', 'type']"
218 , 12196315,849,14.447,4023,147 ,['alcohol']
218 , 12562705,850,14.447,10203,272 ,['alcohol']
218 , 12361959,851,14.445,142020,330 ,"['drosophila', 'gene', 'protein', 'sequence']"
218 , 10456581,852,14.432,17883,1278 ,"['al', 'alcohol', 'et', 'et al', 'protein']"
218 , 14633646,853,14.432,14780,3554 ,"['al', 'alcohol', 'analysis', 'data', 'different', 'effect', 'effects', 'et', 'et al', 'high', 'new', 'results', 'shown', 'study', 'type', 'used']"
218 , 11139421,854,14.429,31300,2912 ,"['al', 'control', 'et', 'et al', 'human', 'present', 'results', 'shown', 'similar', 'study']"
218 , 9525880,855,14.42,68564,234 ,['used']
218 , 10958851,856,14.42,52464,252 ,"['alcohol', 'drosophila', 'gene', 'mutations']"
218 , 12644551,857,14.42,114991,330 ,"['alcohol', 'biol', 'development', 'drosophila', 'expression', 'gene']"
218 , 11511594,858,14.417,7295,1023 ,"['alcohol', 'disease', 'high', 'results']"
218 , 12003919,859,14.416,7651,1520 ,"['al', 'alcohol', 'et', 'et al', 'high', 'used']"
218 , 15939705,860,14.411,63590,1321 ,"['al', 'alcohol', 'et', 'et al', 'expression', 'high', 'present', 'rat', 'results', 'role', 'studies', 'study', 'treatment']"
218 , 15102708,861,14.41,88596,472 ,"['fulltext', 'mechanism', 'regulation']"
218 , 15944189,862,14.41,125014,472 ,"['fulltext', 'mechanism', 'regulation']"
218 , 16120640,863,14.41,113835,472 ,"['fulltext', 'mechanism', 'regulation']"
218 , 11704626,864,14.408,16685,482 ,"['complex', 'control', 'patients']"
218 , 12217932,865,14.407,7040,3639 ,"['al', 'brain', 'et', 'et al', 'high', 'levels', 'observed', 'rat', 'reported', 'response', 'type', 'used']"
218 , 11585799,866,14.405,90249,332 ,"['drosophila', 'gene', 'protein', 'sequence']"
218 , 10684770,867,14.405,14413,1001 ,"['al', 'et', 'et al', 'genes', 'increased', 'mechanism', 'observed', 'studies']"
218 , 14718645,868,14.401,84366,564 ,"['10', 'alcohol', 'control', 'data', 'fig', 'results', 'studies', 'study']"
218 , 12897093,869,14.4,6772,1517 ,"['al', 'alcohol', 'associated', 'clinical', 'data', 'disease', 'effects', 'et', 'et al', 'function', 'reported', 'response', 'study']"
218 , 10644741,870,14.399,7628,716 ,"['expression', 'factor', 'gene', 'mechanism', 'mechanisms', 'protein']"
218 , 11493672,871,14.398,78870,475 ,"['biol', 'cell', 'cells', 'expression', 'gene', 'regulation']"
218 , 12403721,872,14.398,85902,472 ,"['fulltext', 'mechanism', 'regulation']"
218 , 12414556,873,14.393,31397,453 ,"['high', 'patients', 'results']"
218 , 11535626,874,14.393,4290,111 ,['treatment']
218 , 14633652,875,14.392,23526,443 ,"['alcohol', 'symptoms']"
218 , 15082451,876,14.391,72531,1736 ,"['activity', 'al', 'alcohol', 'analysis', 'cancer', 'cell', 'cells', 'clinical', 'complex', 'control', 'data', 'development', 'different', 'et', 'et al', 'growth', 'human', 'response', 'results', 'shown', 'specific', 'studies']"
218 , 12571177,877,14.391,60491,571 ,"['al', 'alcohol', 'et', 'et al', 'levels', 'patients', 'reported']"
218 , 7738026,878,14.387,63302,317 ,"['alcohol', 'gene', 'human', 'mouse', 'used']"
218 , 14691070,879,14.386,34548,260 ,"['alcohol', 'associated', 'gene']"
218 , 12082123,880,14.384,95103,371 ,"['alcohol', 'biol', 'drosophila', 'genes', 'molecular']"
218 , 11369739,881,14.382,17715,415 ,"['different', 'increased', 'results', 'shown']"
218 , 10528821,882,14.38,26114,1009 ,"['alcohol', 'reported', 'study', 'type', 'used']"
218 , 15563547,883,14.38,34410,624 ,"['analysis', 'binding', 'genes']"
218 , 10817120,884,14.374,22550,661 ,"['alcohol', 'effect', 'function', 'results', 'studies']"
218 , 12554606,885,14.372,9098,808 ,"['activity', 'al', 'alcohol', 'brain', 'et', 'et al', 'function']"
218 , 11590087,886,14.367,20035,736 ,"['alcohol', 'cancer', 'different', 'results', 'used']"
218 , 12756328,887,14.366,110087,368 ,"['drosophila', 'gene', 'protein', 'sequence']"
218 , 12851225,888,14.363,38562,579 ,"['alcohol', 'disease', 'expression', 'study']"
218 , 15304380,889,14.362,40711,1236 ,"['alcohol', 'effects', 'increased', 'observed', 'study', 'type']"
218 , 9115277,890,14.362,8972,723 ,"['binding', 'dna', 'effects', 'expression', 'gene', 'regulation']"
218 , 15870093,891,14.361,1356,3404 ,"['10', 'alcohol', 'different', 'effect', 'increased', 'present', 'results', 'study', 'treatment']"
218 , 11085800,892,14.36,28458,447 ,"['results', 'similar', 'studies']"
218 , 10869247,893,14.359,29104,533 ,"['alcohol', 'different', 'high', 'observed', 'patients']"
218 , 15797878,894,14.354,24586,596 ,"['alcohol', 'gene', 'patients', 'similar']"
218 , 15231374,895,14.351,20306,1077 ,"['activity', 'alcohol', 'high', 'levels', 'specific', 'type']"
218 , 10528806,896,14.347,3343,2297 ,"['alcohol', 'central', 'clinical', 'development', 'disease', 'effects', 'human', 'important', 'increased', 'role', 'specific', 'studies', 'type']"
218 , 11042211,897,14.346,47826,840 ,"['alcohol', 'analysis', 'data', 'genes', 'important', 'new', 'regulation', 'role']"
218 , 15901625,898,14.341,51329,569 ,"['alcohol', 'cancer', 'high', 'involved']"
218 , 11511597,899,14.334,20159,658 ,"['alcohol', 'reported']"
218 , 12644551,900,14.331,114513,419 ,"['alcohol', 'biol', 'complex', 'drosophila', 'gene']"
218 , 11836197,901,14.331,12301,2540 ,"['10', 'alcohol', 'data', 'different', 'increased', 'reported', 'study', 'using']"
218 , 12446812,902,14.329,126885,349 ,"['alcohol', 'biol', 'dna', 'drosophila', 'gene']"
218 , 9931325,903,14.326,91137,358 ,"['effects', 'human']"
218 , 8922998,904,14.324,76000,444 ,"['drosophila', 'gene', 'protein', 'regulation']"
218 , 15321844,905,14.322,41693,1798 ,"['alcohol', 'associated', 'data', 'levels', 'observed', 'reported']"
218 , 12965884,906,14.322,29324,1393 ,"['alcohol', 'data', 'disease', 'type', 'used']"
218 , 10414601,907,14.319,65370,2284 ,"['al', 'alcohol', 'brain', 'data', 'et', 'et al', 'genes', 'high', 'involved', 'mechanism', 'mechanisms', 'response', 'results', 'role', 'specific', 'studies']"
218 , 8567622,908,14.316,33348,794 ,"['acid', 'al', 'cell', 'different', 'et', 'et al', 'expression', 'high', 'regulation', 'role', 'sequence', 'similar']"
218 , 15975939,909,14.312,78014,479 ,"['fulltext', 'genes', 'regulation']"
218 , 11371593,910,14.311,99438,379 ,"['alcohol', 'biol', 'drosophila', 'genes', 'molecular']"
218 , 15231819,911,14.308,0,603 ,"['factor', 'growth', 'kinase', 'receptor']"
218 , 10414607,912,14.307,24312,1050 ,"['alcohol', 'analysis', 'brain', 'factor']"
218 , 15640260,913,14.302,4698,83 ,[]
218 , 11912069,914,14.297,61347,1283 ,"['al', 'et', 'et al', 'study', '½ï']"
218 , 15829495,915,14.297,45024,1343 ,"['alcohol', 'complex', 'expression', 'gene', 'involved', 'present', 'regulation', 'results', 'study', 'tumor']"
218 , 15306660,916,14.295,65793,382 ,"['alcohol', 'biol', 'drosophila', 'genes', 'molecular']"
218 , 7559475,917,14.294,20421,561 ,"['binding', 'brain', 'dna', 'expressed', 'expression', 'gene', 'important', 'mechanism', 'molecular', 'muscle', 'observed', 'proteins', 'role', 'sequence']"
218 , 15582988,918,14.291,53946,2926 ,"['al', 'alcohol', 'binding', 'data', 'effect', 'et', 'et al', 'receptor', 'results', 'similar']"
218 , 11139421,919,14.289,10674,716 ,"['acid', 'al', 'et', 'et al', 'high', 'present', 'study']"
218 , 15126625,920,14.288,80634,368 ,"['cell', 'expression', 'gene']"
218 , 12217928,921,14.286,4011,1301 ,"['alcohol', 'expressed', 'important', 'type']"
218 , 12446254,922,14.285,40267,1014 ,"['al', 'alcohol', 'effects', 'et', 'et al', 'increased', 'studies']"
218 , 11264413,923,14.279,121060,382 ,"['alcohol', 'biol', 'drosophila', 'genes', 'molecular']"
218 , 11714670,924,14.276,79214,412 ,"['development', 'gene', 'protein']"
218 , 12707220,925,14.275,26721,484 ,"['alcohol', 'effect', 'patients', 'role']"
218 , 11230533,926,14.271,71199,383 ,"['alcohol', 'biol', 'drosophila', 'genes', 'molecular']"
218 , 12082123,927,14.271,89028,447 ,"['alcohol', 'biol', 'drosophila', 'fulltext', 'genes', '½ï']"
218 , 12679540,928,14.271,81025,383 ,"['alcohol', 'biol', 'drosophila', 'genes', 'molecular']"
218 , 11315233,929,14.27,40965,1140 ,"['al', 'alcohol', 'development', 'effects', 'et', 'et al', 'factor', 'high', 'reported', 'specific', 'studies', 'study']"
218 , 11070048,930,14.265,105705,265 ,"['alcohol', 'cell', 'drosophila', 'gene']"
218 , 15996970,931,14.261,18624,1304 ,"['al', 'alcohol', 'associated', 'et', 'et al', 'important', 'including', 'present', 'results', 'studies', 'study']"
218 , 9756517,932,14.258,44643,171 ,[]
218 , 9396798,933,14.254,7453,740 ,"['cell', 'factor', 'genes', 'mechanism', 'molecular', 'regulation', 'similar']"
218 , 15240783,934,14.253,13866,772 ,"['alcohol', 'patients']"
218 , 15367573,935,14.252,19593,362 ,"['alcohol', 'associated', 'cancer', 'data', 'increased', 'studies']"
218 , 15809311,936,14.252,85084,407 ,"['biol', 'cell', 'gene', 'regulation']"
218 , 14977640,937,14.251,12437,1137 ,"['alcohol', 'data', 'different', 'high', 'including', 'serum', 'shown', 'type']"
218 , 14724123,938,14.249,106467,334 ,"['cell', 'expression', 'gene']"
218 , 12414549,939,14.247,34331,391 ,"['alcohol', 'data', 'results']"
218 , 14645195,940,14.247,4430,114 ,['alcohol']
218 , 10684782,941,14.24,40517,3234 ,"['al', 'alcohol', 'different', 'et', 'et al', 'present', 'shown', 'study', 'treatment']"
218 , 11078758,942,14.238,64754,1133 ,"['alcohol', 'cancer', 'data', 'factor', 'increased', 'lung', 'studies']"
218 , 11590088,943,14.236,60325,1062 ,"['alcohol', 'associated', 'effect', 'high', 'increased', 'levels', 'present', 'results', 'studies', 'study', 'type']"
218 , 10099962,944,14.234,6646,374 ,['development']
218 , 11590088,945,14.233,37561,1450 ,"['alcohol', 'analysis', 'reported', 'study', 'type']"
218 , 11726599,946,14.233,3918,97 ,[]
218 , 11468127,947,14.231,12911,859 ,"['al', 'alcohol', 'effect', 'et', 'et al', 'recognition', 'results', 'treatment', 'type']"
218 , 10787388,948,14.229,755,2461 ,"['10', 'high', 'observed', 'results', 'treatment']"
218 , 15289209,949,14.228,44409,1393 ,"['al', 'alcohol', 'data', 'effect', 'et', 'et al', 'high', 'observed', 'reported', 'response', 'results']"
218 , 11511673,950,14.226,108962,255 ,[]
218 , 12634259,951,14.225,19768,847 ,"['alcohol', 'used']"
218 , 9931341,952,14.225,5686,505 ,"['alcohol', 'gene', 'genes', 'involved', 'levels', 'results', 'sequence']"
218 , 15082459,953,14.223,37271,753 ,"['alcohol', 'cell', 'response']"
218 , 15155292,954,14.223,53563,751 ,"['alcohol', 'control', 'disease', 'effect', 'high', 'important', 'studies']"
218 , 15983197,955,14.222,4637,1154 ,"['acid', 'binding', 'dna', 'domain', 'expression', 'gene', 'genes', 'high', 'important', 'including', 'mice', 'protein', 'regulation', 'response', 'role']"
218 , 14581278,956,14.218,4380,168 ,"['alcohol', 'cancer', 'study']"
218 , 11959827,957,14.216,122428,487 ,"['fulltext', 'genes', 'mechanism', 'regulation', '½ï']"
218 , 12874126,958,14.216,96182,515 ,"['development', 'gene', 'protein']"
218 , 12414552,959,14.214,8556,1851 ,"['al', 'alcohol', 'et', 'et al', 'increased', 'mechanism', 'regulation', 'shown', 'studies']"
218 , 15113703,960,14.214,43956,103 ,"['alcohol', 'function', 'response']"
218 , 10846221,961,14.214,11679,231 ,"['gene', 'studies']"
218 , 10742039,962,14.214,32070,358 ,"['alcohol', 'biol', 'genes']"
218 , 10779538,963,14.214,71896,358 ,"['alcohol', 'biol', 'genes']"
218 , 12668409,964,14.209,17512,660 ,['alcohol']
218 , 12107043,965,14.204,31094,1084 ,"['activity', 'alcohol', 'associated', 'fig', 'high']"
218 , 15218001,966,14.204,3682,99 ,[]
218 , 10869242,967,14.203,50787,873 ,"['al', 'alcohol', 'data', 'et', 'et al', 'genes', 'increased', 'mechanism', 'similar', 'specific']"
218 , 15105179,968,14.201,14859,511 ,['alcohol']
218 , 12217898,969,14.201,56347,963 ,"['acid', 'mechanisms', 'muscle', 'present', 'studies']"
218 , 12949132,970,14.201,75878,355 ,"['alcohol', 'biol', 'dna', 'drosophila', 'gene']"
218 , 10659718,971,14.199,0,131 ,['alcohol']
218 , 10744688,972,14.198,9989,477 ,"['alcohol', 'gene', 'pathway']"
218 , 15229186,973,14.192,7336,818 ,"['observed', 'studies', 'study', 'treatment']"
218 , 10456582,974,14.191,4016,4001 ,"['activity', 'al', 'alcohol', 'et', 'et al', 'high', 'human', 'reported', 'response', 'shown', 'studies']"
218 , 14507848,975,14.186,4585,109 ,[]
218 , 10659727,976,14.184,10475,517 ,"['alcohol', 'clinical', 'data', 'patients', 'type']"
218 , 16326950,977,14.184,82584,241 ,['effects']
218 , 15569717,978,14.18,4262,4871 ,"['activity', 'al', 'alcohol', 'central', 'different', 'effects', 'et', 'et al', 'expression', 'function', 'gene', 'genes', 'human', 'important', 'levels', 'nervous', 'new', 'present', 'response', 'shown', 'studies', 'study']"
218 , 15671255,979,14.18,44284,1565 ,"['activity', 'alcohol', 'associated', 'disease', 'effects', 'function', 'high', 'increased', 'levels', 'mechanisms']"
218 , 16214800,980,14.171,46181,597 ,"['10', 'gene', 'including', 'involved', 'sequence']"
218 , 10958851,981,14.159,56072,398 ,"['alcohol', 'biol', 'drosophila', 'genes', 'molecular']"
218 , 11532794,982,14.158,15231,952 ,"['alcohol', 'disease', 'high']"
218 , 11259214,983,14.157,0,422 ,[]
218 , 11836197,984,14.157,0,151 ,"['alcohol', 'disease', 'study']"
218 , 7738026,985,14.154,0,392 ,"['alcohol', 'expression', 'gene', 'molecular', 'mouse']"
218 , 12730541,986,14.153,23106,275 ,"['activity', 'alcohol', 'including']"
218 , 16339873,987,14.147,4391,94 ,['alcohol']
218 , 16275782,988,14.147,50088,361 ,"['gene', 'regulation']"
218 , 12485810,989,14.144,28206,905 ,"['alcohol', 'protein', '½ï']"
218 , 15571824,990,14.144,11865,1172 ,['alcohol']
218 , 15229186,991,14.141,34850,1098 ,"['alcohol', 'different', 'genes', 'results', 'study', 'using']"
218 , 12839835,992,14.14,30966,1291 ,"['10', 'effects', 'expressed']"
218 , 15037775,993,14.138,89719,460 ,"['alcohol', 'drosophila', 'fulltext', 'gene', 'mutations']"
218 , 15547136,994,14.138,65954,467 ,"['alcohol', 'drosophila', 'fulltext', 'gene', 'mutations']"
218 , 14764441,995,14.134,42383,650 ,"['alcohol', 'clinical', 'effects', 'reported', 'response', 'study']"
218 , 10528806,996,14.134,75098,1890 ,"['activity', 'al', 'development', 'et', 'et al', 'gene', 'levels', 'response', 'results', 'specific', 'studies', 'type']"
218 , 10358022,997,14.133,44829,1313 ,"['activity', 'alcohol', 'associated', 'gene', 'human', 'important', 'increased', 'mechanism', 'role', 'studies']"
218 , 12644551,998,14.133,4990,103 ,"['acid', 'alcohol']"
218 , 10762620,999,14.132,69403,1029 ,"['alcohol', 'clinical', 'fig', 'important', 'mechanisms', 'shown', 'similar', 'study']"
218 , 11468279,1000,14.132,1001,374 ,"['alcohol', 'human', 'molecular']"
219 , 16203858,1,36.757,53483,137 ,"['development', 'disease']"
219 , 16254247,2,36.207,71917,193 ,"['development', 'disease']"
219 , 16203858,3,33.687,55260,231 ,"['cell', 'development', 'disease', 'regulation']"
219 , 15738265,4,32.003,84000,333 ,"['development', 'disease', 'function', 'protein', 'study', 'using']"
219 , 15716272,5,30.173,6680,983 ,"['brain', 'cell', 'central', 'development', 'disease', 'expressed', 'nervous', 'receptor', 'role']"
219 , 12154070,6,29.575,85169,481 ,"['data', 'different', 'expressed', 'function', 'role', 'specific']"
219 , 10336437,7,29.485,7107,627 ,"['brain', 'cell', 'cells', 'central', 'development', 'mechanisms', 'specific']"
219 , 9696720,8,28.576,8976,645 ,"['activation', 'cell', 'central', 'development', 'disease', 'increased', 'nervous', 'patients', 'protein', 'role']"
219 , 10556296,9,28.176,5273,498 ,"['brain', 'cells', 'central', 'development', 'gene', 'human', 'including', 'mice', 'nervous', 'role']"
219 , 15716378,10,27.935,89979,378 ,"['brain', 'development', 'disease', 'kinase']"
219 , 15548568,11,27.824,65274,1123 ,"['brain', 'central', 'development', 'drosophila', 'expressed', 'factor', 'genes', 'important', 'involved', 'mechanism', 'mouse', 'mutations', 'nervous', 'protein', 'regulation', 'role', 'shown']"
219 , 12034773,12,26.765,52052,278 ,"['activity', 'cell', 'central', 'data', 'important', 'role']"
219 , 10075695,13,26.579,6730,647 ,"['cell', 'central', 'development', 'disease', 'important', 'molecular', 'role']"
219 , 14504049,14,26.145,6890,407 ,"['development', 'gene', 'genes', 'important', 'receptor', 'role', 'specific']"
219 , 12140259,15,26.056,85411,335 ,['development']
219 , 12415014,16,26.056,106229,335 ,['development']
219 , 12746491,17,26.056,101406,335 ,['development']
219 , 12840069,18,26.056,110655,335 ,['development']
219 , 9384603,19,25.699,3213,447 ,"['development', 'disease', 'gene', 'mouse', 'muscle', 'role', 'studies', 'type']"
219 , 15784680,20,25.422,105684,390 ,"['cell', 'human', 'role']"
219 , 15342365,21,25.349,14661,369 ,"['activity', 'development', 'disease', 'molecular', 'role']"
219 , 12925708,22,25.252,97977,402 ,"['development', 'drosophila', 'fulltext', 'role']"
219 , 15184400,23,25.252,97993,402 ,"['development', 'drosophila', 'fulltext', 'role']"
219 , 15240569,24,25.252,87165,401 ,"['development', 'drosophila', 'fulltext', 'role']"
219 , 16186253,25,25.252,67099,402 ,"['development', 'drosophila', 'fulltext', 'role']"
219 , 15857913,26,25.251,105505,321 ,['brain']
219 , 15928044,27,25.206,98351,444 ,"['development', 'drosophila', 'fulltext', 'role']"
219 , 11566857,28,25.181,97990,324 ,"['brain', 'expression']"
219 , 16216921,29,25.069,40084,253 ,['different']
219 , 11152678,30,25.033,6259,463 ,"['development', 'factor', 'function', 'nervous']"
219 , 12006610,31,24.958,91320,455 ,"['drosophila', 'fulltext', 'role']"
219 , 12118062,32,24.958,104168,455 ,"['drosophila', 'fulltext', 'role']"
219 , 12415014,33,24.958,97775,455 ,"['drosophila', 'fulltext', 'role']"
219 , 10681573,34,24.912,6056,655 ,"['brain', 'development', 'expression', 'function', 'genes', 'important', 'shown', 'studies']"
219 , 7608171,35,24.756,48415,512 ,"['analysis', 'brain', 'cells', 'development', 'expressed', 'expression', 'gene', 'high', 'levels', 'present', 'role']"
219 , 9731040,36,24.65,33812,608 ,"['associated', 'brain', 'cells', 'central', 'disease', 'expressed', 'human', 'increased', 'mutations', 'nervous', 'patients', 'role']"
219 , 12454017,37,24.504,6292,651 ,"['cell', 'disease', 'important', 'mechanisms', 'nervous', 'role']"
219 , 15213335,38,24.462,4322,130 ,"['data', 'development', 'gene', 'role']"
219 , 12496284,39,24.381,72721,1693 ,"['acid', 'brain', 'development', 'disease', 'effect', 'expressed', 'expression', 'function', 'gene', 'high', 'human', 'mechanism', 'membrane', 'receptor', 'role', 'signaling']"
219 , 12686551,40,24.35,11737,399 ,"['brain', 'development', 'important', 'mice', 'role']"
219 , 15928206,41,24.32,25178,261 ,"['disease', 'human']"
219 , 9931324,42,24.262,57435,264 ,"['brain', 'expression', 'genes']"
219 , 9700206,43,24.252,5895,1701 ,"['analysis', 'brain', 'development', 'disease', 'dna', 'drosophila', 'expressed', 'expression', 'gene', 'genes', 'human', 'mouse', 'observed', 'patients', 'protein', 'recognition', 'results', 'role', 'similar', 'studies']"
219 , 10869310,44,24.152,4038,143 ,['role']
219 , 15299036,45,24.082,61874,383 ,"['brain', 'development', 'nervous']"
